descricao,interacoes,reviews,tamanho,tempo_de_analise
690,11,1,270,214
164,5,4,119,99
1017,16,8,293,206
141,8,1,35,97
257,15,1,53,203
904,60,25,358,1688
555,17,4,157,865
47,14,4,76,110
579,10,12,197,183
12,13,7,31,475
258,13,1,115,171
753,10,8,261,174
6282,24,15,1007,719
1144,1,3,92,34
1969,24,1,285,65
6090,9,1,58,370
383,10,6,66,272
230,10,1,18,73
14,11,3,87,238
66,9,1,74,139
567,24,6,1261,135
13,5,2,109,42
0,6,9,96,120
13,3,2,9,158
817,6,1,41,329
108,8,2,8,115
114,10,1,141,156
0,7,1,41,103
192,22,5,226,113
19,3,2,51,48
525,7,1,326,44
535,12,1,149,43
525,2,4,160,45
10,5,1,18,193
355,17,4,54,795
17,8,9,254,111
980,8,1,503,106
62,6,1,107,64
34,7,2,18,649
22,11,2,82,77
68,9,1,192,99
66,7,4,26,46
558,8,2,19,102
612,5,9,56,75
110,6,6,92,194
322,30,4,190,510
266,16,2,338,123
247,56,5,62,1014
830,33,32,551,675
204,3,1,86,169
2109,127,51,10610,933
55,7,22,73,229
338,7,10,48,84
180,21,1,177,175
196,4,1,14,29
364,13,1,218,97
1060,62,12,710,529
107,3,1,32,56
0,14,4,13,692
580,4,1,32,42
132,9,2,343,64
35,5,3,28,102
561,24,1,144,19
49,7,5,79,130
35,7,1,25,70
1036,28,15,166,2578
290,10,8,83,342
145,5,2,152,28
629,63,29,1436,4316
52,9,1,54,105
624,32,2,19,422
69,3,1,6,53
175,6,5,33,99
555,14,1,674,93
840,14,3,18,506
1470,84,17,166,621
948,28,39,1344,2372
194,3,1,7,13
517,11,1,165,73
92,3,3,4,43
46,9,2,38,160
14,19,1,111,223
92,6,2,4,80
18,12,8,242,174
929,45,12,129,919
818,5,3,56,60
756,29,4,267,177
0,5,1,1025,48
129,48,31,495,372
0,12,5,34,40
455,38,63,778,383
418,14,1,368,46
272,24,6,27,48
1037,47,20,820,2851
0,3,1,16,31
134,26,3,95,320
78,5,3,38,21
193,3,1,18,31
75,23,4,108,219
102,6,6,94,33
1425,64,30,238,1799
33,9,14,230,258
11,8,19,285,558
54,6,3,37,142
179,6,1,8,8
472,10,3,197,413
71,16,18,88,672
570,5,1,430,56
0,6,1,7,64
13,6,5,84,70
139,12,4,1,56
19,5,4,246,369
688,13,2,857,218
813,8,4,159,45
46,7,8,42,39
161,7,5,36,51
97,16,7,213,236
0,5,1,2,31
26,10,5,130,46
17,9,2,56,152
99,33,7,26,476
2017,4,3,7,86
0,36,2,8,238
110,5,1,40,32
431,5,1,87,36
789,78,39,810,1308
811,34,9,104,702
175,11,1,11,528
752,5,3,7,62
809,14,13,2724,166
515,8,3,43,71
4337,30,12,269,628
101,17,2,3,212
22,5,1,2,46
508,4,1,161,112
1404,10,10,469,181
198,3,1,8,26
1610,33,3,927,290
256,12,1,70,65
18,6,5,74,280
1673,17,25,1111,474
1276,5,5,56,31
1438,20,3,311,152
0,9,3,12,144
88,4,1,12,236
12,6,1,18,6
37,5,10,154,142
1040,6,1,83,74
18,6,13,42,291
1536,32,33,283,2154
363,13,9,31,106
10,4,1,16,54
508,5,3,1170,317
109,16,6,438,298
420,21,2,4,480
102,88,47,1223,1942
289,11,5,173,179
70,31,8,93,344
1522,25,9,1019,470
138,6,12,545,215
1055,14,4,247,69
0,4,5,14,131
12,22,2,24,317
441,74,2,4953,170
76,10,2,134,121
41,6,4,34,142
87,8,2,551,74
329,11,2,234,146
19,2,1,30,15
652,4,1,137,92
206,6,1,64,30
17,10,1,295,131
44,6,1,8,41
36,6,4,229,88
743,4,1,34,329
154,8,6,95,26
103,14,5,236,400
346,30,1,49,156
343,20,5,98,123
86,9,1,2,65
1275,12,15,422,116
1315,9,5,64,51
69,5,1,366,116
12,14,3,34,811
96,10,15,8702,115
10,4,1,131,8
29,5,4,149,113
1147,3,1,55,72
13,10,1,34,115
427,7,4,14,189
753,17,12,134,181
2766,17,22,8451,228
222,4,1,4,24
130,9,3,58,159
621,43,8,135,751
116,29,15,1527,561
1201,38,1,458,242
221,5,2,82,57
454,5,1,39,50
462,8,9,462,91
65,5,3,329,68
817,37,14,1786,315
160,21,5,75,553
325,24,2,53,358
345,4,1,22,23
25,2,1,29,14
335,10,10,57,115
122,15,1,139,172
17,6,5,130,93
2117,19,24,566,526
3425,82,29,4084,241
141,3,3,8388,7
2368,45,1,2540,891
13,12,4,142,109
1846,16,12,1471,126
793,21,4,38,132
31,5,2,58,105
1405,3,1,312,50
4639,21,7,87,1436
383,33,44,1860,970
0,7,3,12,45
24,9,3,85,96
17,13,3,111,95
223,19,1,141,279
447,19,5,57,317
276,14,3,54,569
0,3,1,10,9
73,11,1,13,66
298,4,3,68,54
92,16,8,144,81
246,24,5,283,276
11,16,5,288,390
66,10,1,15,74
368,12,12,1533,46
24,16,2,13,29
691,16,1,147,179
188,25,11,162,208
13,4,4,297,161
782,13,10,715,284
341,10,9,209,173
188,9,1,192,130
28,8,12,152,56
17,12,2,250,148
47,16,7,311,327
0,3,1,49,44
144,4,4,280,132
1078,8,1,9,115
231,12,8,1228,147
16,9,7,200,108
702,8,1,206,147
838,22,6,390,1148
194,6,2,20,34
37,11,10,223,156
408,23,1,792,777
12,13,3,72,115
359,4,3,34,51
341,5,5,536,131
13,16,9,128,169
660,17,1,727,166
275,62,9,1167,2099
838,4,3,92,107
295,21,1,255,126
248,29,5,4341,95
0,3,1,16,10
1117,19,14,478,185
68,4,2,2,8
148,5,1,79,112
87,8,2,2,379
74,9,1,2,20
960,14,2,883,175
1717,2,1,525,35
37,13,9,454,158
81,10,2,14,351
462,26,1,594,328
48,39,1,9,1279
81,2,4,8,2
52,10,1,4,186
173,9,2,119,139
47,8,1,11,327
300,9,2,201,157
1458,10,1,57,98
35,18,21,136,402
139,16,6,177,624
114,14,3,139,170
37,9,6,87,330
146,13,7,172,387
11,9,7,99,75
123,78,17,59,1684
161,5,4,30,58
651,8,1,40,200
881,11,2,327,56
154,11,6,784,262
0,9,3,7,12
1162,29,3,489,866
86,7,8,35,126
2254,15,4,392,641
69,3,2,63,29
18,8,1,3,10
156,12,2,355,129
140,20,2,137,153
366,14,4,118,43
389,10,2,194,75
2119,8,3,365,96
0,13,5,252,179
2629,9,16,5404,167
70,16,1,867,135
196,33,1,320,527
37,5,7,37,95
71,13,9,93,755
150,8,3,96,123
14,46,7,753,383
1092,8,2,702,73
599,7,4,61,89
234,10,1,56,90
109,16,1,197,677
516,17,1,2618,878
122,11,2,32,512
284,7,10,29,54
17,4,1,41,72
148,15,2,280,75
237,5,3,253,76
104,2,2,16,34
0,6,5,39,109
252,4,2,44,27
0,6,1,4,167
149,5,2,8,119
196,9,2,193,48
26,30,2,1299,379
105,20,5,273,428
0,7,1,45,148
1043,87,21,2465,1341
732,8,4,672,1029
1787,36,4,20,420
1454,16,8,212,980
191,5,4,4,33
323,51,28,688,572
368,63,9,995,979
53,8,7,42,66
80,4,1,18,9
577,8,4,69,77
13,9,2,28,1080
20,19,4,63,371
1545,6,35,3643,64
158,5,4,33,35
96,11,1,6,361
1100,19,22,164,2515
101,9,3,25,26
397,7,2,81,53
430,44,6,672,365
125,5,1,1939,20
840,20,33,1437,212
237,14,4,39,226
437,3,5,27,27
466,7,1,39,33
1125,8,1,226,871
583,73,3,763,467
571,10,1,1255,25
87,5,4,2694,100
129,12,3,198,207
113,16,1,143,173
300,96,1,1083,5160
13,10,2,35,126
97,8,4,9,30
594,10,4,1350,141
269,13,1,315,297
241,30,28,40,851
154,17,5,348,68
198,6,1,8,148
0,7,2,322,11
797,8,2,207,111
68,9,4,321,75
329,8,5,191,73
53,3,2,54,270
177,9,6,8,108
11,13,2,67,98
340,8,3,1584,13
447,18,4,306,183
44,34,10,20,1212
27,13,13,355,1218
506,6,4,208,58
140,26,1,2410,98
0,26,5,498,435
564,37,11,167,1550
10,19,1,57,4748
158,2,3,89,52
440,26,4,153,182
581,15,9,4703,130
249,19,7,1093,431
13,3,1,17,18
10,6,6,125,33
361,10,1,70,91
99,7,2,30,117
139,4,1,279,133
94,27,2,3,598
1816,21,5,192,584
131,11,12,159,133
170,8,5,53,119
0,5,7,83,109
954,66,9,254,1780
37,3,2,46,40
116,4,6,377,7
101,21,6,488,174
53,9,1,16,257
837,4,1,140,291
466,10,5,66,4
0,8,2,30,216
954,15,10,67,1779
235,4,2,235,67
237,9,1,45,43
88,12,1,90,539
28,3,1,25,42
28,14,1,46,627
1011,27,19,121,121
97,9,1,202,81
13,28,1,61,109
414,7,8,5976,24
131,9,7,2,8
379,7,2,29,29
46,4,1,78,81
2344,198,77,13804,1867
1116,10,1,20,205
16,4,3,6,33
208,7,3,117,87
17,3,1,78,30
233,12,4,252,275
9,7,1,157,91
312,3,1,34,24
38,19,2,25,311
74,10,2,41,336
132,29,5,225,707
114,11,3,107,216
119,8,1,2,107
81,27,9,129,796
38,8,1,18,105
124,13,4,49,723
1234,54,12,379,692
393,4,7,280,265
83,15,1,135,903
217,13,11,129,1099
215,17,1,175,72
130,11,2,30,79
385,5,3,291,250
12,16,1,7,461
236,6,6,19,297
1066,14,1,118,904
641,23,7,381,806
411,7,2,71,643
87,10,8,113,938
146,29,2,85,723
140,9,2,259,50
12,9,7,64,1083
209,6,1,51,47
279,30,1,333,819
155,6,5,153,72
2471,108,14,1259,622
436,22,1,28,30
191,6,2,82,60
195,5,4,35,337
0,6,1,6,4
222,8,3,25,152
493,12,5,534,263
160,7,4,368,74
14,8,1,51,967
35,6,2,1,17
2437,20,1,38,1528
67,10,1,255,132
2048,87,25,563,756
118,3,1,2,41
141,4,3,44,36
196,11,20,582,475
886,16,4,43,324
13,3,2,2,33
117,9,4,167,497
1064,8,2,125,50
534,35,23,482,318
159,4,3,403,30
19,5,1,6,18
95,20,2,73,66
1526,21,9,373,464
139,6,2,29,34
429,10,4,348,84
159,48,16,893,450
275,17,15,116,159
124,2,2,200,70
789,14,1,233,94
431,5,1,73,73
482,24,4,75,170
135,3,1,1,23
322,7,5,115,199
617,8,1,3,54
191,13,2,115,397
308,28,6,154,780
105,5,2,143,44
66,18,3,54,83
362,8,2,33,30
925,18,8,323,198
55,13,1,2,331
1041,6,6,41,44
32,10,2,59,64
226,5,11,117,160
298,12,1,80,100
228,18,4,85,1545
14,12,13,1831,356
210,23,5,482,265
76,17,2,112,453
82,3,1,37,33
9,3,8,109,33
33,2,1,50,32
10,5,4,92,151
249,10,3,95,143
119,48,1,662,232
0,10,1,52,96
71,11,4,114,793
577,6,8,16,86
401,70,11,218,5549
139,17,4,21,350
130,13,3,29,353
35,2,1,61,71
0,3,3,64,68
489,5,2,2,68
104,3,2,57,201
82,11,7,12,55
174,4,4,106,54
53,14,1,8,118
154,11,7,56,170
1759,28,3,48,269
479,6,1,7,30
798,32,3,245,1766
118,6,2,75,88
339,18,6,101,142
21,15,5,64,262
14,11,7,45,313
130,3,1,4,17
157,9,4,95,62
27,3,3,24,11
716,4,1,12,126
886,21,6,61,130
1713,3,1,201,115
1242,5,12,57,111
307,36,4,90,316
85,9,1,997,6
34,28,21,185,335
231,3,2,15,77
611,15,1,72,76
384,13,3,65,208
7,18,5,81,92
48,2,2,41,54
10,11,3,74,53
335,13,1,3156,267
407,41,2,225,1199
11,16,16,104,418
251,2,8,11,37
967,16,17,641,570
296,10,1,108,62
158,6,1,40,108
86,3,1,11,26
57,4,3,16,26
490,6,1,111,63
1915,35,2,213,142
220,5,2,2,103
83,6,1,12,100
62,8,1,103,112
692,24,4,336,218
392,18,4,6,162
383,22,1,123,331
279,5,3,7,127
14,11,9,32,451
132,51,13,95,735
361,20,5,18,559
29,7,1,39,124
83,8,4,106,315
352,3,1,13,119
138,11,1,14,304
17,2,4,18,117
899,14,2,107,5121
194,4,3,391,46
28,39,20,352,1200
255,4,2,65,58
59,8,3,15,55
402,10,5,212,256
32,5,8,141,109
185,24,5,198,434
416,23,2,317,441
191,27,10,151,529
235,5,1,51,143
20,15,20,616,66
238,52,6,842,1265
396,17,8,89,419
133,4,1,5,10
795,68,4,184,3832
187,13,7,275,111
644,36,7,69,472
0,6,1,61,26
945,8,3,592,502
1191,23,33,755,124
83,9,1,20,72
37,8,15,70,36
516,13,3,480,610
155,15,12,63,773
248,6,15,123,83
0,10,1,51,42
20,4,4,51,65
10,4,1,2,25
143,5,7,5,141
1990,27,2,401,99
146,7,2,477,129
3187,10,8,210,28
1677,7,4,60,57
0,3,3,29,25
48,29,4,430,408
44,30,11,554,347
654,10,1,156,759
17,19,5,88,80
283,7,1,6,50
281,20,12,641,848
440,3,5,77,95
324,12,4,60,478
287,9,1,341,171
593,18,1,50,38
579,42,4,303,654
333,9,8,335,318
180,24,1,4,456
0,6,1,18,232
340,6,5,94,84
80,5,11,125,697
4831,129,1,55,298
152,4,5,9,139
342,17,7,153,835
1798,44,72,2648,593
12,20,1,33,163
90,5,3,953,22
13,5,5,3,66
152,22,4,3310,342
283,13,3,33,64
16,5,8,394,131
1004,14,4,8,414
52,4,1,154,20
27,16,3,33,147
398,9,23,147,143
145,11,1,69,656
565,8,1,69,139
318,4,1,8,35
31,5,3,44,131
41,8,4,130,649
265,20,1,28,146
365,11,1,74,195
388,16,3,106,122
298,8,2,18,23
665,58,17,196,678
1481,4,1,92,119
184,19,4,36,398
34,11,15,141,392
420,16,7,8,61
344,10,2,148,104
147,9,2,144,159
75,6,2,303,386
33,17,2,43,545
519,19,35,81,144
1412,37,1,65,373
349,13,1,166,134
53,10,3,36,69
12,12,3,35,99
435,18,21,264,559
337,14,24,216,550
237,3,1,2,17
422,4,1,17,74
111,12,9,512,507
1840,108,21,539,2369
115,3,1,6,37
373,7,16,165,54
600,6,2,100,49
310,22,1,91,48
165,7,1,38,196
108,12,1,22,20
13,5,5,57,218
769,14,16,64,218
0,3,1,2,7
113,56,4,311,373
2752,21,3,667,494
4798,9,1,47,14
164,5,4,27,73
125,13,3,830,409
27,14,8,118,778
165,9,2,17,181
84,5,1,90,378
219,23,2,74,406
434,9,3,69,49
29,5,5,384,382
893,7,7,168,150
108,16,1,228,37
568,4,1,224,192
28,28,3,250,844
0,2,1,10,25
539,28,2,403,371
2449,81,5,1334,519
84,11,2,79,120
0,6,1,36,112
122,19,9,221,778
195,31,5,520,1709
170,13,12,447,320
334,61,104,5049,3119
155,12,10,3701,134
242,7,1,48,82
276,7,13,164,79
422,8,1,48,288
99,4,4,27,72
75,12,2,83,310
694,48,4,263,1223
1605,27,2,123,1469
125,47,2,71,124
183,3,4,115,267
412,27,6,51,643
87,10,3,159,251
326,23,2,372,462
204,3,3,10,24
68,26,1,34,229
120,3,1,2,50
264,8,1,9,241
80,15,12,330,206
217,12,7,299,850
1048,11,2,85,290
348,23,2,45,1307
13,8,4,15,54
50,15,2,1486,54
0,8,4,178,53
234,9,9,172,359
14,21,3,27,473
448,26,8,284,182
3135,51,22,1097,18908
369,73,14,131,2376
53,6,1,14,95
1020,54,10,432,450
73,7,2,148,302
1378,23,11,1397,184
1162,23,5,226,298
0,19,2,54,98
209,47,2,222,853
46,3,5,224,225
151,12,2,108,221
454,13,3,88,682
168,20,2,47,834
191,7,3,24,201
387,32,13,44,402
104,14,1,30,124
71,13,12,100,723
190,7,3,5,54
206,8,1,134,199
71,3,3,46,187
0,11,1,109,103
19,7,2,36,310
633,15,6,255,205
1785,135,11,5489,476
236,18,1,75,406
1768,17,3,75,164
516,16,13,246,290
104,22,15,62,177
713,39,3,13586,98
46,9,3,28,133
248,4,2,326,51
121,38,14,270,265
703,8,7,280,137
40,61,9,381,900
37,3,1,34,117
57,7,7,18,264
94,12,3,188,183
30,5,1,1373,114
36,19,26,391,679
269,4,3,31,101
194,8,1,273,140
91,28,3,44,1208
34,4,1,2,242
825,8,3,8,232
66,9,4,91,270
1212,22,5,68,171
754,12,3,63,128
163,44,26,1772,1920
468,28,16,160,458
1322,16,3,179,289
62,45,6,1006,1104
495,8,2,80,284
79,7,6,55,196
29,98,1,1418,317
1046,43,12,473,612
492,35,17,1149,1885
27,9,7,2326,347
662,8,5,40,116
1722,19,5,133,77
162,16,7,124,181
334,37,18,148,864
192,22,5,856,84
16,14,1,20,114
847,6,21,1350,122
200,44,5,96,933
364,8,3,105,283
243,9,1,79,98
0,3,1,4,20
34,33,9,533,1449
60,3,1,43,43
219,5,8,140,173
0,50,5,224,549
294,11,2,33,76
707,5,6,6,283
547,5,2,102,48
203,5,2,8,57
2493,31,18,124,639
160,46,8,1148,323
375,5,2,58,109
592,29,17,185,825
33,6,9,2115,148
17,24,14,2522,270
20,4,1,107,114
20,24,1,345,192
523,11,8,61,560
128,5,2,152,129
9,21,5,167,1248
198,13,1,226,294
13,13,2,50,776
37,24,2,850,94
0,3,1,19,54
324,11,6,7,99
36,11,1,161,111
557,15,3,44,97
652,7,5,16,210
468,11,13,1172,151
631,4,2,29,35
2307,83,3,856,747
133,49,18,36,1335
14,9,1,3,30
47,6,2,45,25
183,12,2,89,108
30,7,2,591,54
20,3,3,158,45
87,15,3,15,21
388,18,5,309,320
27,13,2,59,215
352,4,1,4,129
536,18,3,179,1285
367,6,23,251,299
425,22,3,289,228
53,10,2,289,662
55,10,14,19,172
1141,9,3,143,317
128,31,5,41,132
0,4,1,168,84
1406,32,5,1207,339
18,6,2,32,94
1410,4,2,36,64
389,19,4,93,162
13,7,8,188,248
20,8,5,211,171
1839,10,3,354,320
153,24,18,206,750
85,15,1,488,179
49,10,1,154,125
3200,8,3,24,366
20,6,3,111,148
21,29,3,1051,263
226,19,21,664,286
757,7,1,21,134
830,22,2,22,855
34,11,10,47,1010
313,7,6,41,78
154,6,2,16,78
34,5,2,20,50
606,19,3,1013,811
1234,8,1,46,135
641,27,3,731,94
16,10,5,529,113
112,3,1,35,29
407,15,2,20,992
1829,5,2,604,22
338,45,15,450,1064
11,5,6,150,308
17,23,10,144,990
1024,53,23,397,1129
20,3,1,69,44
47,6,3,89,531
1218,9,4,363,215
37,5,4,765,188
0,4,1,156,22
0,10,4,47,183
630,27,3,67,898
508,18,6,741,509
252,52,1,589,269
13,4,1,6,43
292,29,2,28,526
215,7,3,30,161
1211,23,3,77,1525
121,9,1,338,76
52,3,2,2,27
37,14,5,75,62
309,18,7,103,136
360,6,3,36,54
4039,14,5,60,417
206,60,13,407,236
13,3,4,31,78
49,4,2,31,130
183,7,1,40,128
14,4,2,117,121
16,47,8,175,2084
227,24,8,367,372
1174,21,9,169,706
940,30,14,1649,443
11,4,1,51,35
166,17,8,43,90
11,5,5,146,111
262,26,18,146,134
862,30,2,552,245
63,21,7,467,1537
0,28,2,155,2400
797,14,1,84,390
1082,30,1,59,164
37,2,1,38,68
93,31,13,247,115
32,8,1,220,114
551,10,5,232,824
185,9,5,117,263
45,21,5,314,175
167,2,1,79,52
2133,214,42,4495,6107
13,4,3,21,174
151,3,3,84,86
149,4,5,9,26
13,4,1,45,25
1581,7,3,211,142
746,8,4,3188,65
206,7,3,45,286
45,8,7,121,351
334,43,2,415,106
164,15,4,153,456
29,2,1,63,36
921,25,10,215,382
13,9,3,45,57
179,7,9,102,55
392,39,4,230,1447
2223,13,1,54,55
287,13,5,5,541
276,21,7,129,146
209,22,2,104,341
1378,5,11,299,66
189,5,5,197,34
2551,54,1,370,96
260,4,1,341,131
1286,18,3,154,148
72,7,2,32,155
1919,26,1,65,494
20,8,4,45,310
74,7,1,82,281
37,5,3,55,42
96,7,3,212,224
246,41,8,609,282
102,6,2,6,26
682,9,8,9,78
217,4,1,12,127
65,17,1,37,696
120,13,11,175,413
1305,11,2,4,680
10,16,2,25,44
22,12,6,541,423
20,10,3,190,352
93,16,7,190,268
743,25,1,444,44
283,14,3,51,442
27,8,3,44,79
127,7,5,82,119
0,48,18,104,733
422,18,6,417,1064
40,28,5,17,471
320,9,11,217,311
53,4,2,7,12
39,5,1,104,60
218,12,3,13,638
123,116,15,165,2143
422,10,4,184,46
63,3,1,2,23
328,91,2,7,1160
579,42,6,368,435
63,3,1,84,261
311,3,12,81,150
17,3,5,141,157
1798,24,7,119,240
82,8,1,23,31
20,12,10,303,261
197,52,13,131,654
102,9,3,15,35
95,19,29,206,958
166,8,8,67,292
47,4,3,15,115
1090,3,2,5,114
137,16,9,63,485
12,10,4,29,108
20,28,21,282,406
424,5,1,218,12
17,2,2,27,16
79,5,13,23,576
22,20,2,63,1203
688,4,10,10,373
21,21,19,710,270
310,8,14,64,81
703,15,2,114,94
12,5,1,63,67
265,9,1,356,9
214,5,1,30,55
3901,22,3,1046,75
869,13,3,22,336
287,2,1,27,48
1291,9,6,516,253
98,14,23,345,720
663,7,4,30,213
128,2,1,15,35
1249,23,8,509,2186
166,26,3,92,334
424,9,2,109,31
506,21,3,186,458
87,4,1,33,69
90,10,2,193,70
1071,62,3,409,299
159,6,3,75,603
4466,56,16,2534,207
20,6,2,8,337
571,21,1,55,279
270,4,2,106,67
81,23,1,87,131
216,19,6,46,289
165,2,1,4,41
178,6,1,16,56
1192,32,5,2518,521
592,40,8,1239,815
96,26,1,92,128
11,25,1,193,603
234,3,4,24,22
128,30,10,74,806
20,22,20,423,474
299,10,1,11,129
10,3,1,24,16
518,15,1,8,1368
311,4,2,98,13
37,31,2,304,353
2407,29,14,531,905
660,4,4,4,23
375,4,2,63,85
1134,54,2,212,555
454,109,1,147,9690
262,12,2,210,104
33,10,1,82,97
12,15,11,141,349
401,12,5,142,435
335,23,2,15,740
55,6,1,126,689
229,6,8,195,342
37,17,7,578,127
82,16,4,27,708
597,20,7,266,802
845,12,3,2269,175
93,31,9,649,336
113,19,4,51,654
0,8,3,31,21
13,12,2,276,131
55,12,1,2,409
0,3,1,2,25
657,13,4,46,87
151,13,2,24,84
2023,15,18,597,559
86,7,8,89,76
217,194,137,724,5576
608,10,5,341,87
20,13,2,212,136
1116,8,1,22,87
33,4,3,95,89
435,24,5,193,178
139,39,3,456,370
5135,29,4,8088,234
138,112,5,154,4494
70,16,3,113,281
140,11,1,14,42
13,10,2,24,81
41,10,6,164,270
101,17,7,146,455
107,5,1,28,56
37,12,2,92,138
21,22,19,309,106
37,19,2,257,208
351,3,3,23,71
57,5,2,25,45
185,26,1,369,316
117,11,3,1391,82
53,7,2,47,1825
13,9,1,31,75
222,42,4,1002,393
1271,36,14,137,224
207,38,1,162,1756
13,14,8,53,570
360,3,4,28,17
38,16,16,448,104
373,75,3,177,500
401,24,6,199,679
63,4,2,48,190
37,21,1,521,211
365,18,1,730,56
184,32,2,693,383
157,28,14,165,795
37,30,2,564,681
3370,18,4,12,48
7145,12,1,461,205
327,26,12,1401,888
132,19,9,195,167
136,14,7,28,48
57,11,9,117,34
1166,27,4,680,363
336,7,3,52,24
424,41,16,200,242
481,26,7,205,181
448,15,3,172,123
696,13,3,196,168
2205,44,5,178,517
1546,19,2,140,118
21,29,1,69,1022
37,7,2,28,89
1736,13,5,310,24
48,5,3,82,597
147,16,3,18,121
86,12,4,26,104
177,2,2,6,70
72,31,2,91,1163
1218,7,5,238,28
509,25,22,239,152
508,14,2,122,365
81,6,1,40,145
382,17,5,281,463
0,19,18,99,144
291,14,5,51,988
148,16,1,95,582
956,51,25,492,3603
92,12,4,3,73
372,24,7,131,1601
71,8,2,12,15
218,3,1,51,91
238,7,5,50,47
0,15,20,997,168
18,5,4,76,131
115,33,2,37,1127
241,9,3,43,461
145,7,1,10,10
20,2,3,56,30
0,3,1,2,25
20,3,2,33,41
236,21,4,36,118
92,19,3,27,600
20,26,7,930,412
11,27,35,1843,374
83,27,6,105,1785
0,4,12,28,755
83,13,12,236,442
845,29,2,190,268
106,5,1,2,76
992,45,16,253,3299
22,51,4,229,2292
91,4,1,34,77
572,18,34,85,205
0,30,3,103,577
302,8,6,174,113
83,10,1,50,114
13,51,6,14,1167
0,24,7,15,886
37,10,2,56,221
266,28,9,1015,468
169,31,8,36,177
592,27,7,257,1191
0,3,1,7,26
1320,39,4,632,460
16,20,1,8,54
275,7,2,13,257
0,25,2,145,272
362,56,4,138,1253
244,27,14,556,829
2911,25,4,164,774
1001,28,3,41,1403
1334,25,3,845,670
75,16,2,63,351
232,38,12,159,278
593,46,5,56,1420
503,7,3,225,370
3090,33,2,247,598
13,13,3,795,94
12,6,1,12,2
197,6,2,32,35
114,31,5,59,1161
62,20,1,82,299
3297,7,3,16,23
488,31,15,1152,193
254,4,1,324,33
10,15,2,156,305
602,30,1,863,347
721,4,2,36,20
13,3,2,30,11
195,6,1,27,76
257,13,4,22,28
1506,16,16,19,1590
619,24,2,566,14
1954,37,11,805,252
15,24,7,544,550
23,18,1,61,367
280,4,3,55,150
560,44,30,154,1862
361,3,1,26,47
82,13,4,640,351
156,29,4,2294,498
38,5,1,157,70
934,5,1,23,34
445,25,4,499,1252
380,10,1,144,106
212,10,4,47,58
133,7,3,16,23
41,8,4,82,96
94,5,1,40,93
42,8,2,36,219
13,38,2,41,584
526,12,1,114,87
13,5,3,117,10
711,5,1,3,39
109,24,1,131,207
189,9,5,44,86
425,8,2,387,447
324,2,1,48,27
51,6,1,46,26
561,3,1,113,25
348,20,2,848,189
170,40,12,53,1402
34,6,3,299,208
84,25,11,182,425
155,29,3,6,118
149,15,8,125,175
263,3,1,1,67
254,56,4,1963,167
450,19,8,31,1113
20,10,4,240,113
807,17,2,48,149
206,11,2,82,55
370,3,2,78,162
472,11,4,51,134
142,3,2,22,46
146,19,5,334,133
834,8,2,326,129
179,13,1,91,50
66,20,15,85,260
112,14,16,759,170
76,2,1,76,70
1236,22,2,10,101
20,61,30,666,602
136,6,14,144,80
245,5,1,152,43
236,12,7,564,351
34,6,4,20,11
204,41,3,192,1004
108,5,1,2,500
245,9,2,175,37
0,7,1,149,58
33,23,1,34,84
692,11,1,195,110
359,9,2,11,53
528,24,12,237,106
799,21,5,88,347
89,9,1,161,97
2071,29,14,1025,343
701,4,1,17,52
421,7,2,983,170
449,29,1,7,1594
17,7,1,527,129
53,10,3,50,85
33,18,1,231,38
62,5,2,168,12
242,9,4,79,81
162,5,3,224,27
467,10,2,41,69
535,27,11,746,636
556,18,2,163,347
536,8,1,134,110
140,3,1,2,12
45,33,4,144,472
409,10,5,52,97
0,2,4,99,119
601,21,11,1008,428
892,5,13,656,73
184,14,3,6,446
225,3,1,16,36
32,13,3,31,908
75,13,2,114,63
11,12,4,88,101
179,20,5,571,118
828,19,11,319,279
720,38,2,81,2165
86,15,15,259,359
103,14,2,143,114
53,81,4,688,2156
1160,60,101,1011,2257
13,3,3,46,62
172,8,8,43,82
211,4,6,12,319
444,10,4,282,185
242,20,11,134,84
125,4,1,4,34
105,4,4,21,34
48,8,4,669,63
311,27,3,1174,84
2411,13,6,481,936
155,11,1,23,539
0,11,2,370,62
281,5,2,2,26
106,32,13,316,249
149,5,1,1,14
20,22,7,487,1667
431,25,2,156,828
80,18,72,2056,72
518,5,1,34,39
85,11,4,409,21
65,13,3,35,46
307,55,8,785,862
75,4,1,1553,42
327,12,2,140,2328
19,41,6,130,1808
668,16,2,12,16
37,4,4,17,63
910,35,4,623,229
1730,32,22,643,1623
20,18,2,15,128
824,8,1,176,36
12,6,1,22,38
318,7,4,62,40
245,18,2,358,366
383,26,2,649,24
0,8,1,108,40
173,6,3,96,46
71,7,3,104,42
262,8,2,81,309
0,3,1,23,29
801,5,1,1087,34
656,25,13,564,163
120,100,3,185,4557
222,2,1,6,17
199,15,3,81,357
363,13,5,60,579
13,10,4,28,21
253,15,1,87,126
449,7,2,70,402
104,23,7,75,314
24,5,1,2,13
1229,28,5,282,728
0,5,1,4,7
32,17,6,92,73
258,35,6,66,700
2613,57,41,363,848
149,53,5,172,844
1242,52,15,840,1991
0,18,1,213,25
236,8,2,82,105
37,16,2,2012,54
46,28,3,124,724
39,24,12,284,185
77,4,1,31,8
216,25,11,613,691
96,16,1,70,146
369,10,1,24,584
